Gebied;Totaal;Totaal_vrouwen;Totaal_mannen;Vrouwen_20_24;Vrouwen_25_29;Vrouwen_30_34;Vrouwen_35_39;Vrouwen_40_44;Vrouwen_45_49;Vrouwen_50_54;Vrouwen_55_59;Vrouwen_60_64;Vrouwen_65plus;Mannen_20_24;Mannen_25_29;Mannen_30_34;Mannen_35_39;Mannen_40_44;Mannen_45_49;Mannen_50_54;Mannen_55_59;Mannen_60_64;Mannen_65plus
België;958;676;282;5;596;44;11;11;4;4;1;0;0;4;238;18;7;2;4;5;3;1;0
Gewest Vlaanderen;547;392;155;2;351;20;4;10;2;3;0;0;0;3;135;7;4;0;3;2;1;0;0
Gewest Wallonië;265;187;78;3;168;10;2;1;2;1;0;0;0;1;65;5;2;2;1;1;0;1;0
Gewest Brussels hoofdstedelijk gewest;146;97;49;0;77;14;5;0;0;0;1;0;0;0;38;6;1;0;0;2;2;0;0
Prov Vlaams Brabant;93;73;20;1;63;7;0;1;1;0;0;0;0;0;18;1;1;0;0;0;0;0;0
Prov West-Vlaanderen;88;52;36;0;50;1;0;0;0;1;0;0;0;0;32;1;2;0;0;1;0;0;0
Prov Oost-Vlaanderen;145;104;41;0;92;5;2;5;0;0;0;0;0;1;37;1;0;0;1;1;0;0;0
Prov Antwerpen;137;100;37;0;89;3;2;3;1;2;0;0;0;1;33;2;0;0;0;0;1;0;0
Prov Limburg;84;63;21;1;57;4;0;1;0;0;0;0;0;1;15;2;1;0;2;0;0;0;0
Prov Waals Brabant;37;29;8;0;24;3;0;1;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0
Prov Henegouwen;80;59;21;0;52;5;1;0;1;0;0;0;0;0;19;0;1;1;0;0;0;0;0
Prov Luik;87;57;30;1;54;1;1;0;0;0;0;0;0;1;21;5;1;1;1;0;0;0;0
Prov Namen;38;26;12;1;24;1;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0
Prov Luxemburg;23;16;7;1;14;0;0;0;1;0;0;0;0;0;5;0;0;0;0;1;0;1;0
Prov Brussels hoofdstedelijk gewest;146;97;49;0;77;14;5;0;0;0;1;0;0;0;38;6;1;0;0;2;2;0;0
